indx,name,version,oname,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,new,portrait,bug,predicted_bug
116,org.apache.tools.ant.taskdefs.Sequential,1.4,org.apache.tools.ant.taskdefs.Sequential,3,3,0,3,10,0,0,3,3,0,32,1,0,0.948717949,0.666666667,0,0,9.333333333,1,0.6667,1,0.001113,0,0.31906843
117,org.apache.tools.ant.taskdefs.compilers.Gcj,1.4,org.apache.tools.ant.taskdefs.compilers.Gcj,3,2,0,9,22,3,1,8,2,2,128,0,0,0.92,1,1,1,41.66666667,9,3.3333,1,0.006888,0,0.50886333
118,org.apache.tools.ant.taskdefs.Patch,1.4,org.apache.tools.ant.taskdefs.Patch,9,3,0,9,29,0,0,9,9,0.583333333,168,1,1,0.822222222,0.444444444,0,0,17.33333333,2,1.4444,0,0.12781,0,0.6150961
119,org.apache.tools.ant.taskdefs.GUnzip,1.4,org.apache.tools.ant.taskdefs.GUnzip,4,3,0,5,32,2,0,5,4,0.666666667,215,1,0,0.925,0.75,1,1,52.25,1,0.75,0,0.12781,0,0.5203503
120,org.apache.tools.ant.PathTokenizer,1.4,org.apache.tools.ant.PathTokenizer,3,1,0,2,15,0,2,0,3,0.166666667,100,1,0,0,0.666666667,0,0,31.33333333,2,1,0,0.127789,0,0.3142537
121,org.apache.tools.ant.taskdefs.Definer,1.4,org.apache.tools.ant.taskdefs.Definer,14,3,2,11,41,67,3,8,11,0.846153846,366,1,1,0.74,0.223214286,1,1,24.71428571,4,1.2857,1,0.003664,0,0.92398185
122,org.apache.tools.ant.ProjectHelper,1.4,org.apache.tools.ant.ProjectHelper,19,1,0,24,81,147,17,8,7,0.861111111,560,1,1,0,0.171296296,0,0,28.15789474,2,1,0,0.128664,0,1.439071
123,org.apache.tools.ant.taskdefs.KeySubst,1.4,org.apache.tools.ant.taskdefs.KeySubst,8,3,0,2,39,10,0,2,8,0.714285714,265,1,0,0.840909091,0.325,1,1,31.625,4,1.25,0,0.12813,0,0.5954196
124,org.apache.tools.ant.DirectoryScanner,1.4,org.apache.tools.ant.DirectoryScanner,23,1,1,25,52,181,23,2,14,0.731404959,1489,1,0,0,0.290909091,0,0,63.26086957,35,6.087,0,0.140754,0,1.4300338
125,org.apache.tools.ant.types.FilterSetCollection,1.4,org.apache.tools.ant.types.FilterSetCollection,5,1,0,5,13,0,4,1,5,0,69,1,0,0,0.533333333,0,0,12.6,3,1.2,1,0.007072,0,0.36293495
126,org.apache.tools.ant.taskdefs.GenerateKey,1.4,org.apache.tools.ant.taskdefs.GenerateKey,14,3,0,7,33,65,0,7,14,0.91025641,404,1,1,0.74,0.595238095,2,3,27,2,1,0,0.132885,1,0.8670149
127,org.apache.tools.ant.taskdefs.compilers.JavacExternal,1.4,org.apache.tools.ant.taskdefs.compilers.JavacExternal,2,2,0,6,11,1,1,5,2,2,37,0,0,0.958333333,1,0,0,17.5,1,0.5,1,0.006034,0,0.34856343
128,org.apache.tools.ant.util.GlobPatternMapper,1.4,org.apache.tools.ant.util.GlobPatternMapper,5,1,0,2,15,0,1,1,4,0.5,137,1,0,0,0.9,0,0,25.2,4,1.8,0,0.128465,0,0.3486582
129,org.apache.tools.ant.util.MergingMapper,1.4,org.apache.tools.ant.util.MergingMapper,4,1,0,4,5,0,3,1,4,0.333333333,24,1,0,0,0.875,0,0,4.75,1,0.75,0,0.127137,0,0.28379935
130,org.apache.tools.ant.taskdefs.Execute,1.4,org.apache.tools.ant.taskdefs.Execute,21,1,0,27,78,158,11,17,15,0.735714286,659,0.928571429,5,0,0.145,0,0,29.71428571,7,1.6667,0,0.146633,1,1.6166452
131,org.apache.tools.ant.taskdefs.MatchingTask,1.4,org.apache.tools.ant.taskdefs.MatchingTask,14,3,12,20,41,0,13,7,13,0.461538462,174,1,1,0.74,0.392857143,0,0,11.28571429,6,1.5,0,0.127807,0,0.7500547
132,org.apache.tools.ant.taskdefs.ExecuteJava,1.4,org.apache.tools.ant.taskdefs.ExecuteJava,6,1,0,7,28,1,1,6,6,0.6,173,1,3,0,0.305555556,0,0,27.33333333,1,0.8333,0,0.132532,0,0.52631426
133,org.apache.tools.ant.Task,1.4,org.apache.tools.ant.Task,20,2,40,100,28,158,96,6,16,0.877192982,164,1,3,0.321428571,0.258333333,1,3,6.9,3,1.1,0,0.15275,0,1.0435066
134,org.apache.tools.ant.types.Reference,1.4,org.apache.tools.ant.types.Reference,5,1,0,19,12,4,17,2,5,0.25,55,1,0,0,0.533333333,0,0,9.8,1,0.6,0,0.159565,0,0.43860072
135,org.apache.tools.ant.DefaultLogger,1.4,org.apache.tools.ant.DefaultLogger,14,1,1,9,34,47,4,5,12,0.824175824,279,1,0,0,0.307692308,0,0,18.42857143,6,1.8571,0,0.128227,1,0.7515719
136,org.apache.tools.ant.taskdefs.Ear,1.4,org.apache.tools.ant.taskdefs.Ear,7,6,0,8,31,13,0,8,4,0.75,151,1,0,0.9625,0.4,4,9,20.28571429,2,1,1,0.001158,0,0.6947073
137,org.apache.tools.ant.taskdefs.CompileTask,1.4,org.apache.tools.ant.taskdefs.CompileTask,4,5,0,6,21,0,0,6,4,0.333333333,87,1,0,0.98089172,1,1,1,20.5,3,1.25,0,0.127806,0,0.4791295
138,org.apache.tools.ant.taskdefs.Rmic,1.4,org.apache.tools.ant.taskdefs.Rmic,44,4,0,19,91,802,6,14,40,0.94369645,724,0.947368421,2,0.644628099,0.156818182,3,3,15.02272727,7,1.4091,0,0.140299,0,1.732224
139,org.apache.tools.ant.UnknownElement,1.4,org.apache.tools.ant.UnknownElement,8,3,0,12,38,4,3,10,6,0.523809524,243,1,1,0.840909091,0.35,1,4,29,3,1.375,0,0.133162,0,0.7393857
140,org.apache.tools.ant.taskdefs.CVSPass,1.4,org.apache.tools.ant.taskdefs.CVSPass,6,3,0,2,29,0,0,2,5,0.64,1260,1,0,0.880952381,0.555555556,1,1,208.1666667,2,1,1,0.000231,0,0.49303007
141,org.apache.tools.ant.ProjectComponent,1.4,org.apache.tools.ant.ProjectComponent,5,1,2,59,7,0,59,1,5,0,33,1,1,0,0.45,0,0,5.4,2,1,1,0.01414,0,0.31074083
142,org.apache.tools.ant.XmlLogger,1.4,org.apache.tools.ant.XmlLogger,11,1,0,11,61,0,0,11,8,0.913333333,517,1,1,0,0.8,0,0,44.63636364,9,2.7273,0,0.127921,0,0.8229221
143,org.apache.tools.ant.types.Description,1.4,org.apache.tools.ant.types.Description,2,3,0,3,8,1,0,3,2,2,28,0,0,0.967741935,0.75,0,0,13,2,1,1,0.000154,1,0.3109823
144,org.apache.tools.ant.util.RegexpPatternMapper,1.4,org.apache.tools.ant.util.RegexpPatternMapper,5,1,0,4,20,0,0,4,4,0.333333333,144,1,1,0,0.9,0,0,27.2,5,2.2,0,0.127787,0,0.41783506
145,org.apache.tools.ant.taskdefs.XSLTProcess,1.4,org.apache.tools.ant.taskdefs.XSLTProcess,21,4,0,13,73,128,1,13,14,0.85,737,1,3,0.795918367,0.301587302,3,3,33.47619048,3,1.0952,0,0.134024,0,1.4366821
146,org.apache.tools.ant.taskdefs.Manifest,1.4,org.apache.tools.ant.taskdefs.Manifest,9,1,0,5,53,0,1,4,9,0.819444444,396,0.333333333,1,0,0.238095238,0,0,42,7,1.7778,1,0.000632,0,0.6529608
147,org.apache.tools.ant.taskdefs.condition.Not,1.4,org.apache.tools.ant.taskdefs.condition.Not,2,3,0,3,8,1,1,3,2,2,33,0,0,0.96969697,1,0,0,15.5,1,0.5,1,0.000154,1,0.315499
148,org.apache.tools.ant.taskdefs.Exit,1.4,org.apache.tools.ant.taskdefs.Exit,4,3,0,5,12,0,0,5,4,0.333333333,48,1,0,0.925,0.75,0,0,10.75,1,0.75,1,7.70E-05,2,0.36879483
149,org.apache.tools.ant.taskdefs.JavacOutputStream,1.4,org.apache.tools.ant.taskdefs.JavacOutputStream,4,2,0,1,11,0,0,1,1,0.222222222,68,1,1,0.625,0.5,1,1,15.25,2,1,0,0.127793,0,0.339127
150,org.apache.tools.ant.Project,1.4,org.apache.tools.ant.Project,76,1,0,120,177,2446,114,12,63,0.969462366,1776,0.612903226,3,0,0.118518519,0,0,21.96052632,5,1.3289,0,0.14097,0,3.8057911
151,org.apache.tools.ant.taskdefs.RecorderEntry,1.4,org.apache.tools.ant.taskdefs.RecorderEntry,17,1,0,5,39,74,1,4,13,0.65625,359,1,0,0,0.2421875,0,0,19.76470588,5,1.5882,1,0.00125,0,0.8211806
152,org.apache.tools.ant.ExitException,1.4,org.apache.tools.ant.ExitException,2,5,0,1,7,0,1,0,2,0,20,1,0,0.928571429,0.75,0,0,8.5,1,0.5,1,0.000307,0,0.28234184
153,org.apache.tools.ant.taskdefs.Tar,1.4,org.apache.tools.ant.taskdefs.Tar,8,4,0,13,65,2,0,13,6,0.916666667,608,0.166666667,0,0.917647059,0.333333333,2,2,73.5,3,1.25,0,0.128878,0,0.8906233
154,org.apache.tools.ant.taskdefs.rmic.SunRmic,1.4,org.apache.tools.ant.taskdefs.rmic.SunRmic,3,2,0,8,22,3,1,7,2,1,152,0,0,0.866666667,0.5,0,0,48.66666667,1,0.6667,1,0.005677,1,0.44958633
155,org.apache.tools.ant.types.PatternSet,1.4,org.apache.tools.ant.types.PatternSet,20,3,0,10,60,114,5,6,14,0.605263158,557,1,0,0.612244898,0.264285714,1,1,26.65,9,2.8,0,0.111563,0,1.1836828
156,org.apache.tools.ant.taskdefs.Java,1.4,org.apache.tools.ant.taskdefs.Java,26,3,0,19,87,105,0,19,21,0.773333333,514,1,1,0.596774194,0.176923077,1,3,18.53846154,2,1.0385,0,0.175043,0,1.4603552
157,org.apache.tools.ant.util.SourceFileScanner,1.4,org.apache.tools.ant.util.SourceFileScanner,3,1,0,9,25,1,7,2,3,0,277,1,1,0,0.666666667,0,0,91,14,5.3333,0,0.129394,0,0.4164486
158,org.apache.tools.ant.types.EnumeratedAttribute,1.4,org.apache.tools.ant.types.EnumeratedAttribute,5,1,11,21,11,8,20,1,5,0.75,59,1,0,0,0.7,0,0,10.6,5,1.6,0,0.127751,0,0.45515567
159,org.apache.tools.ant.taskdefs.Touch,1.4,org.apache.tools.ant.taskdefs.Touch,8,3,0,11,39,0,3,8,6,0.657142857,294,1,1,0.840909091,0.325,0,0,35.125,1,0.875,0,0.130151,0,0.6651275
160,org.apache.tools.ant.taskdefs.Jikes,1.4,org.apache.tools.ant.taskdefs.Jikes,2,1,0,5,29,0,0,5,0,0,176,1,2,0,0.6,0,0,85.5,10,5,0,0.128232,0,0.31922668
161,org.apache.tools.ant.taskdefs.Get,1.4,org.apache.tools.ant.taskdefs.Get,8,3,0,7,46,10,0,7,7,0.771428571,394,1,0,0.840909091,0.375,1,1,47.625,2,1,0,0.132773,0,0.70031124
162,org.apache.tools.ant.taskdefs.AntStructure,1.4,org.apache.tools.ant.taskdefs.AntStructure,10,3,0,7,60,41,0,7,3,0.9,748,0.6,0,0.804347826,0.285714286,0,0,72.8,7,2.1,0,0.128983,1,0.8398125
163,org.apache.tools.ant.taskdefs.Replace,1.4,org.apache.tools.ant.taskdefs.Replace,20,4,0,7,71,102,2,7,14,0.821052632,677,1,2,0.804123711,0.3,2,2,32.35,5,1.25,0,0.128964,1,1.2423846
164,org.apache.tools.ant.types.FilterSet,1.4,org.apache.tools.ant.types.FilterSet,18,3,0,10,59,103,6,5,14,0.774509804,466,0.5,0,0.652173913,0.3,0,0,24.55555556,5,1.8333,1,0.018779,0,1.1057036
165,org.apache.tools.ant.taskdefs.Zip,1.4,org.apache.tools.ant.taskdefs.Zip,28,4,1,21,123,302,3,18,11,0.868945869,1423,1,0,0.75,0.158024691,4,5,49.35714286,3,1.1071,0,0.135677,0,2.3394325
166,org.apache.tools.ant.taskdefs.condition.Or,1.4,org.apache.tools.ant.taskdefs.condition.Or,2,3,0,3,7,1,1,3,2,2,23,0,0,0.96969697,1,0,0,10.5,1,0.5,1,7.70E-05,1,0.3021016
167,org.apache.tools.ant.taskdefs.rmic.KaffeRmic,1.4,org.apache.tools.ant.taskdefs.rmic.KaffeRmic,3,2,0,7,19,3,1,6,2,1,96,0,0,0.866666667,0.5,0,0,30.66666667,1,0.6667,1,0.005483,1,0.43350053
168,org.apache.tools.ant.taskdefs.Chmod,1.4,org.apache.tools.ant.taskdefs.Chmod,16,5,0,13,55,26,0,13,14,0.577777778,275,1,1,0.87704918,0.390625,3,6,16,5,1.375,0,0.130138,1,0.9899788
169,org.apache.tools.ant.util.regexp.JakartaRegexpMatcher,1.4,org.apache.tools.ant.util.regexp.JakartaRegexpMatcher,5,1,0,4,13,0,0,4,5,0.5,65,1,0,0,0.8,0,0,11.6,3,1.2,0,0.127787,0,0.3705635
170,org.apache.tools.ant.taskdefs.compilers.Javac13,1.4,org.apache.tools.ant.taskdefs.compilers.Javac13,2,2,0,7,13,1,1,6,2,2,66,1,0,0.958333333,1,0,0,31.5,1,0.5,0,0.13289,0,0.3864284
171,org.apache.tools.ant.taskdefs.compilers.Javac12,1.4,org.apache.tools.ant.taskdefs.compilers.Javac12,3,2,0,8,20,3,1,7,2,1,150,0,0,0.92,0.5,0,0,48,1,0.6667,0,0.13289,0,0.44028056
172,org.apache.tools.ant.types.FileSet,1.4,org.apache.tools.ant.types.FileSet,18,3,2,31,62,0,23,8,16,0.617647059,396,1,1,0.652173913,0.215277778,1,1,20.77777778,5,1.8889,0,0.099847,0,1.1187444
173,org.apache.tools.ant.taskdefs.ExecTask,1.4,org.apache.tools.ant.taskdefs.ExecTask,23,3,1,18,69,163,4,14,14,0.846153846,514,1,2,0.637931034,0.198863636,0,0,20.7826087,3,1.0435,0,0.150189,3,1.4003948
174,org.apache.tools.ant.taskdefs.War,1.4,org.apache.tools.ant.taskdefs.War,9,6,0,8,33,28,0,8,6,0.8125,163,1,0,0.950617284,0.4,4,9,16.88888889,2,1,0,0.127838,0,0.7333566
175,org.apache.tools.ant.Launcher,1.4,org.apache.tools.ant.Launcher,7,1,0,2,52,19,0,2,2,0.944444444,412,0,0,0,0.166666667,0,0,57.42857143,6,3,1,0.000619,0,0.6039716
176,org.apache.tools.ant.types.ZipFileSet,1.4,org.apache.tools.ant.types.ZipFileSet,9,5,0,11,20,4,4,7,9,0.6875,108,1,0,0.919191919,0.388888889,2,7,10.55555556,3,1.2222,0,0.126667,0,0.60089725
177,org.apache.tools.ant.taskdefs.Ant,1.4,org.apache.tools.ant.taskdefs.Ant,13,3,0,10,78,8,1,9,9,0.75,502,0.714285714,1,0.755102041,0.384615385,2,3,37.07692308,8,2,0,0.137108,3,1.008916
178,org.apache.tools.ant.taskdefs.SignJar,1.4,org.apache.tools.ant.taskdefs.SignJar,18,3,0,8,55,119,0,8,15,0.882352941,474,1,0,0.685185185,0.472222222,0,0,24.61111111,13,2,0,0.134621,0,1.1272886
179,org.apache.tools.ant.taskdefs.condition.And,1.4,org.apache.tools.ant.taskdefs.condition.And,2,3,0,3,7,1,1,3,2,2,23,0,0,0.96969697,1,0,0,10.5,1,0.5,1,7.70E-05,1,0.3021016
180,org.apache.tools.ant.taskdefs.Recorder,1.4,org.apache.tools.ant.taskdefs.Recorder,8,3,0,9,32,6,0,9,6,0.685714286,201,1,0,0.860465116,0.30952381,1,1,23.5,6,1.5,1,0.001644,1,0.64141077
181,org.apache.tools.ant.taskdefs.ExecuteWatchdog,1.4,org.apache.tools.ant.taskdefs.ExecuteWatchdog,8,1,0,6,25,0,5,1,7,0.6,169,1,0,0,0.416666667,0,0,19.5,7,1.875,0,0.118282,0,0.47747004
182,org.apache.tools.ant.types.Environment,1.4,org.apache.tools.ant.types.Environment,3,1,1,6,9,0,4,2,3,0,47,1,0,0,0.666666667,0,0,14.33333333,1,0.6667,0,0.135801,0,0.32819298
183,org.apache.tools.ant.taskdefs.Available,1.4,org.apache.tools.ant.taskdefs.Available,18,3,0,10,49,115,1,9,14,0.836601307,397,1,3,0.685185185,0.333333333,0,0,20.55555556,6,1.8333,0,0.13572,0,1.0871091
184,org.apache.tools.ant.Main,1.4,org.apache.tools.ant.Main,18,1,0,8,91,123,0,8,3,0.806722689,1400,0.857142857,0,0,0.141176471,0,0,76,7,2.1111,0,0.133385,0,1.295362
185,org.apache.tools.ant.taskdefs.Mkdir,1.4,org.apache.tools.ant.taskdefs.Mkdir,3,3,0,3,14,1,0,3,3,0.5,84,1,0,0.948717949,0.666666667,1,1,26.66666667,1,0.6667,0,0.127793,0,0.38800386
186,org.apache.tools.ant.listener.Log4jListener,1.4,org.apache.tools.ant.listener.Log4jListener,9,1,0,7,34,0,0,7,8,0.75,298,0.25,0,0,0.592592593,0,0,31.66666667,5,2.7778,1,0.001244,1,0.5712746
187,org.apache.tools.ant.taskdefs.FixCRLF,1.4,org.apache.tools.ant.taskdefs.FixCRLF,17,4,0,10,83,70,1,10,10,0.965517241,1273,1,0,0.829787234,0.176470588,2,2,72.17647059,8,2.1765,0,0.128986,0,1.2374891
188,org.apache.tools.ant.taskdefs.Javadoc,1.4,org.apache.tools.ant.taskdefs.Javadoc,77,3,0,28,196,2320,6,28,68,0.935222672,2040,1,9,0.330357143,0.161184211,3,3,25.15584416,19,1.7143,0,0.145237,0,3.868031
189,org.apache.tools.ant.taskdefs.Cvs,1.4,org.apache.tools.ant.taskdefs.Cvs,15,3,0,15,54,59,0,15,15,0.880952381,398,1,1,0.725490196,0.373333333,0,0,24.73333333,3,1.3333,0,0.133011,1,1.0565139
190,org.apache.tools.ant.taskdefs.Rename,1.4,org.apache.tools.ant.taskdefs.Rename,5,3,0,4,17,0,0,4,5,0.666666667,101,1,0,0.902439024,0.533333333,1,1,18.6,1,0.8,0,0.12813,0,0.44489115
191,org.apache.tools.ant.types.CommandlineJava,1.4,org.apache.tools.ant.types.CommandlineJava,26,1,0,9,62,119,1,8,24,0.68,437,1,4,0,0.317307692,0,0,15.53846154,6,1.6923,0,0.134997,1,1.1898046
192,org.apache.tools.ant.BuildEvent,1.4,org.apache.tools.ant.BuildEvent,11,2,0,12,15,13,9,4,11,0.75,97,1,3,0.2,0.220779221,0,0,7.272727273,1,0.7273,0,0.128482,0,0.5131514
193,org.apache.tools.ant.taskdefs.Jar,1.4,org.apache.tools.ant.taskdefs.Jar,14,5,2,12,64,69,2,10,5,0.807692308,531,1,2,0.905797101,0.246031746,2,7,36.64285714,6,1.3571,0,0.128899,0,1.159571
194,org.apache.tools.ant.taskdefs.Delete,1.4,org.apache.tools.ant.taskdefs.Delete,19,4,0,10,52,27,0,10,17,0.777777778,699,1,0,0.8125,0.298245614,3,4,35.36842105,16,2.3158,0,0.13051,0,0.9989805
195,org.apache.tools.ant.BuildException,1.4,org.apache.tools.ant.BuildException,14,4,0,136,26,0,135,1,14,0.384615385,153,1,1,0.65,0.333333333,1,2,9.785714286,2,0.6429,0,0.134745,0,0.79227257
196,org.apache.tools.ant.taskdefs.rmic.WLRmic,1.4,org.apache.tools.ant.taskdefs.rmic.WLRmic,5,2,0,7,18,10,1,6,4,1,95,0,0,0.764705882,0.5,0,0,17.8,1,0.8,1,0.005483,1,0.454449
197,org.apache.tools.ant.util.regexp.JakartaOroMatcher,1.4,org.apache.tools.ant.util.regexp.JakartaOroMatcher,5,1,0,7,17,0,0,7,5,0.5,75,1,0,0,0.8,0,0,13.4,3,1.2,0,0.127787,0,0.42456067
198,org.apache.tools.ant.Target,1.4,org.apache.tools.ant.Target,21,1,0,24,48,116,20,7,18,0.814285714,322,1,1,0,0.253968254,0,0,14,3,1.4762,0,0.136426,0,1.0706123
199,org.apache.tools.ant.taskdefs.Copy,1.4,org.apache.tools.ant.taskdefs.Copy,20,3,1,16,74,92,1,15,14,0.824561404,720,1,2,0.660714286,0.225,2,2,34.25,13,1.95,0,0.134062,2,1.3488771
200,org.apache.tools.ant.taskdefs.Typedef,1.4,org.apache.tools.ant.taskdefs.Typedef,2,6,0,3,4,1,0,3,1,2,11,0,0,0.987179487,0.666666667,0,0,4.5,1,0.5,1,0.000231,0,0.28349715
201,org.apache.tools.ant.taskdefs.Sleep,1.4,org.apache.tools.ant.taskdefs.Sleep,10,3,0,2,21,21,0,2,9,0.6,135,1,0,0.804347826,0.4,1,1,12,1,0.9,1,0.000385,0,0.5182857
202,org.apache.tools.ant.taskdefs.compilers.Jikes,1.4,org.apache.tools.ant.taskdefs.compilers.Jikes,2,2,0,9,24,1,1,8,2,2,222,0,0,0.958333333,1,1,1,110,1,0.5,0,0.132859,0,0.3086825
203,org.apache.tools.ant.taskdefs.compilers.Kjc,1.4,org.apache.tools.ant.taskdefs.compilers.Kjc,4,2,0,10,25,6,1,9,2,1,183,0,0,0.884615385,0.5,0,0,44.5,9,2.75,1,0.006016,0,0.52272564
204,org.apache.tools.ant.DemuxOutputStream,1.4,org.apache.tools.ant.DemuxOutputStream,7,2,0,2,18,11,1,1,4,0.633333333,118,1,1,0.454545455,0.357142857,1,1,15.14285714,2,1,1,0.001204,0,0.44519597
205,org.apache.tools.ant.types.Mapper,1.4,org.apache.tools.ant.types.Mapper,11,3,0,11,38,11,3,8,10,0.683333333,287,1,3,0.75,0.287878788,1,1,24.54545455,3,1.9091,0,0.131357,0,0.7567419
206,org.apache.tools.ant.taskdefs.Taskdef,1.4,org.apache.tools.ant.taskdefs.Taskdef,2,6,0,4,4,1,1,3,1,2,11,0,0,0.987179487,0.666666667,0,0,4.5,1,0.5,0,0.129821,0,0.29173565
207,org.apache.tools.ant.util.FileUtils,1.4,org.apache.tools.ant.util.FileUtils,16,1,0,7,78,118,5,3,12,0.888888889,745,0.666666667,0,0,0.411111111,0,0,45.375,22,3.125,1,0.047624,0,1.1858805
208,org.apache.tools.ant.taskdefs.TaskOutputStream,1.4,org.apache.tools.ant.taskdefs.TaskOutputStream,3,2,0,1,9,0,0,1,1,0,58,1,1,0.714285714,0.666666667,1,1,17.33333333,1,0.6667,0,0.127793,0,0.3190939
209,org.apache.tools.ant.taskdefs.GZip,1.4,org.apache.tools.ant.taskdefs.GZip,6,3,0,3,24,11,0,3,4,0.8,151,1,0,0.880952381,0.5,2,2,23.83333333,1,0.8333,0,0.12813,0,0.5193282
210,org.apache.tools.ant.taskdefs.condition.ConditionBase,1.4,org.apache.tools.ant.taskdefs.condition.ConditionBase,13,1,4,11,18,0,5,10,9,0.583333333,78,1,1,0,0.161538462,0,0,4.846153846,1,0.9231,1,0.000542,1,0.48442465
211,org.apache.tools.ant.Location,1.4,org.apache.tools.ant.Location,5,1,0,58,10,8,58,0,3,0.3125,69,0.75,1,0,0.583333333,0,0,12,3,0.6,0,0.127795,0,0.4304374
212,org.apache.tools.ant.taskdefs.CallTarget,1.4,org.apache.tools.ant.taskdefs.CallTarget,8,3,0,8,28,0,0,8,6,0.678571429,128,1,1,0.840909091,0.5,2,4,14.5,3,1.375,0,0.133405,1,0.60021144
213,org.apache.tools.ant.taskdefs.LogOutputStream,1.4,org.apache.tools.ant.taskdefs.LogOutputStream,7,2,1,7,15,1,6,1,4,0.583333333,92,1,1,0.454545455,0.464285714,1,1,11.57142857,1,0.8571,0,0.130063,0,0.4408642
214,org.apache.tools.ant.taskdefs.compilers.Jvc,1.4,org.apache.tools.ant.taskdefs.compilers.Jvc,2,2,0,9,19,1,1,8,2,2,120,0,0,0.958333333,1,1,1,59,1,0.5,0,0.131366,0,0.4153415
215,org.apache.tools.ant.taskdefs.UpToDate,1.4,org.apache.tools.ant.taskdefs.UpToDate,10,4,0,14,35,11,1,13,8,0.711111111,216,1,1,0.896551724,0.32,1,1,20.1,10,2.1,0,0.129633,1,0.7727715
216,org.apache.tools.ant.taskdefs.Copyfile,1.4,org.apache.tools.ant.taskdefs.Copyfile,6,3,0,5,21,1,0,5,6,0.7,136,1,0,0.880952381,0.416666667,2,2,21,1,0.8333,0,0.129047,0,0.51182866
217,org.apache.tools.ant.taskdefs.Javac,1.4,org.apache.tools.ant.taskdefs.Javac,50,4,1,24,82,1091,11,14,47,0.959183673,646,1,4,0.614173228,0.214285714,3,3,11.5,7,1.3,0,0.142208,1,1.335126
218,org.apache.tools.ant.taskdefs.Move,1.4,org.apache.tools.ant.taskdefs.Move,5,4,0,10,42,10,0,10,1,2,481,0,0,0.952380952,0.6,4,6,95.2,15,5.2,0,0.132651,1,0.73436433
219,org.apache.tools.ant.types.ZipScanner,1.4,org.apache.tools.ant.types.ZipScanner,6,2,0,3,11,13,2,1,6,0.8,68,1,0,0.924242424,0.444444444,1,5,10.16666667,3,1.5,0,0.129525,0,0.41980773
220,org.apache.tools.ant.taskdefs.compilers.CompilerAdapterFactory,1.4,org.apache.tools.ant.taskdefs.compilers.CompilerAdapterFactory,3,1,0,12,20,3,1,11,1,2,165,0,0,0,0.444444444,0,0,54,1,0.6667,0,0.127793,1,0.4777556
221,org.apache.tools.ant.taskdefs.ConditionTask,1.4,org.apache.tools.ant.taskdefs.ConditionTask,4,3,0,4,12,0,0,4,4,0.5,54,1,0,0.914285714,0.75,0,0,12,1,0.75,1,0.000465,1,0.3671919
222,org.apache.tools.ant.types.DataType,1.4,org.apache.tools.ant.types.DataType,10,2,7,14,24,19,10,4,5,0.666666667,146,1,1,0.5,0.266666667,0,0,13.3,3,1.2,0,0.120573,0,0.6105052
223,org.apache.tools.ant.taskdefs.Expand,1.4,org.apache.tools.ant.taskdefs.Expand,6,4,0,9,48,5,0,9,5,0.666666667,300,1,0,0.939759036,0.458333333,4,5,48.5,10,2.3333,0,0.131069,1,0.7833174
224,org.apache.tools.ant.AntClassLoader,1.4,org.apache.tools.ant.AntClassLoader,39,2,0,15,103,609,10,6,24,0.886363636,1377,0.636363636,1,0.5,0.184210526,1,5,33.74358974,12,1.8462,0,0.135562,0,2.9516284
225,org.apache.tools.ant.taskdefs.Deltree,1.4,org.apache.tools.ant.taskdefs.Deltree,4,3,0,3,17,4,0,3,3,0.666666667,152,1,0,0.925,0.75,1,1,36.75,1,0.75,0,0.127793,0,0.41424268
226,org.apache.tools.ant.taskdefs.optional.TraXLiaison,1.4,org.apache.tools.ant.taskdefs.optional.TraXLiaison,5,1,0,1,24,0,0,1,4,0.5625,147,1,0,0,0.6,0,0,27.6,1,0.8,1,0.000154,0,0.38493028
227,org.apache.tools.ant.RuntimeConfigurable,1.4,org.apache.tools.ant.RuntimeConfigurable,10,1,0,9,30,17,6,3,8,0.733333333,149,1,0,0,0.25,0,0,13.4,1,0.9,0,0.129541,0,0.5611583
228,org.apache.tools.ant.types.FileList,1.4,org.apache.tools.ant.types.FileList,8,3,0,5,29,0,1,4,6,0.428571429,177,1,0,0.833333333,0.3125,1,1,20.875,5,2,1,0.001507,0,0.54549277
229,org.apache.tools.ant.taskdefs.Property,1.4,org.apache.tools.ant.taskdefs.Property,26,3,0,12,74,265,2,10,20,0.885,643,1,2,0.596774194,0.230769231,0,0,23.42307692,4,1.4615,0,0.130322,1,1.62308
230,org.apache.tools.ant.taskdefs.Exec,1.4,org.apache.tools.ant.taskdefs.Exec,10,3,0,6,41,21,1,6,7,0.793650794,360,1,0,0.804347826,0.45,0,0,34.3,2,1.1,0,0.155771,0,0.68893886
231,org.apache.tools.ant.util.DOMElementWriter,1.4,org.apache.tools.ant.util.DOMElementWriter,5,1,0,1,36,4,1,0,4,0.583333333,375,1,0,0,0.5,0,0,73.4,10,3.6,0,0.127902,0,0.4360606
232,org.apache.tools.ant.util.regexp.RegexpMatcherFactory,1.4,org.apache.tools.ant.util.regexp.RegexpMatcherFactory,3,1,0,3,9,3,1,2,2,2,48,0,0,0,0.666666667,0,0,15,1,0.6667,0,0.127787,0,0.31403714
